grdc_no,lat,long,area,altitude,
6233112,60.68,17.11,2311.9,-999,
6233113,60.6794,17.1122,2311.9,-999,
6233114,62.08,16.78,651,-999,
6233116,64.8347,20.9857,905.5,-999,
6233118,63.82,18.943,1200,-999,
6233120,55.4497,13.5937,102,-999,
6233122,60.8604,16.8109,989.8,-999,
6233124,64.9556,21.1848,3620.2,-999,
6233126,63.5635,18.5983,3043.3,-999,
6233128,57.5586,18.5991,349,-999,
6233130,56.1939,14.7486,3360.5,-999,
6233132,58.82,16.93,3591.8,-999,
6233133,58.8132,16.9375,3591,-999,
6233134,64.0887,20.9405,1648.6,-999,
6233140,55.64,13.539,191.6,-999,
6233150,56.7157,13.1244,259.7,65,
6233160,55.64592,13.816227,262.3,-999,
6233163,55.7796,13.0767,1184.6,-999,
6233165,55.7084,14.011,79.4,-999,
6233170,56.4943,13.5085,5479.5,-999,
6233175,59.2027,18.3261,4,-999,
6233180,55.9954,12.7983,155.5,-999,
6233190,55.7022,13.1442,237,-999,
6233200,61.8203,12.4391,565,64,
6233201,60.5636,17.4419,28920.5,-999,
6233203,60.6,15.01,12270.6,-999,
6233204,60.6035,15.0143,12270.6,-999,
6233205,61.3076,13.011,1103.2,-999,
6233210,56.1782,14.1616,208.9,-999,
6233215,55.9441,13.8983,1.6,-999,
6233220,62.5211,12.3812,226.6,-999,
6233221,61.2123,17.0804,19816.9,-999,
6233222,62.6386,12.1278,64.6,-999,
6233223,62.027,14.2835,8482.5,-999,
6233225,62.6973,12.3905,2.9,-999,
6233227,62.5454,12.6109,340.3,-999,
6233230,56.1855,13.6842,202.7,-999,
6233233,57.0935,12.869,2439.4,-999,
6233235,55.9454,14.136,1.8,-999,
6233240,56.1203,14.6205,4.7,-999,
6233250,56.103036,14.129361,3664.5,11,
6233300,58.713,14.3149,45,120,
6233301,58.5887,16.1697,15394.9,-999,
6233302,58.792351,14.304954,18.3,-999,
6233310,56.8708,13.0498,2420.6,-999,
6233315,58.3551,12.3749,46882.7,44,
6233320,58.38,12.32,46830,-999,
6233325,58.2045,12.3182,278.9,-999,
6233330,59.1691,12.1177,5.6,-999,
6233350,56.9996,16.1639,1332.7,60,
6233360,57.1431,16.4513,4440.9,-999,
6233365,57.4591,14.9621,8.8,-999,
6233366,57.5789,14.8627,157.2,-999,
6233367,55.5067,13.238,52.2,-999,
6233400,63.4719,15.4369,2428.4,299,
6233401,62.5197,17.3874,25760.7,-999,
6233402,59.6634,16.782,167.5,-999,
6233403,59.673,16.4692,727.9,-999,
6233406,59.5945,16.1592,36.5,-999,
6233410,59.3,18.07,22638.8,-999,
6233411,59.2641,17.1182,214.3,-999,
6233412,59.3221,16.4659,4044.2,-999,
6233413,59.8758,17.6066,1192.4,-999,
6233414,59.7749,16.1873,2848.8,-999,
6233415,59.7962,17.5825,6.1,-999,
6233416,59.8291,17.7035,722.3,-999,
6233417,59.9038,15.2314,1.8,-999,
6233418,59.7581,17.3933,197.1,-999,
6233419,59.7331,17.0712,312.4,-999,
6233420,59.1018,17.3744,0.8,-999,
6233421,59.52,15.9919,110.3,-999,
6233422,59.5365,15.8858,998.2,-999,
6233423,59.585,15.2609,1182.6,-999,
6233424,59.4306,15.5808,298.1,-999,
6233425,59.534,15.1157,891.4,-999,
6233440,58.8585,16.6994,1992.3,-999,
6233450,64.8361,14.2388,427.8,448,
6233460,63.7355,13.0134,155.8,-999,
6233465,63.5227,12.3969,224.1,-999,
6233470,64.0641,14.1126,1110.1,-999,
6233500,65.7413,15.0544,356.1,460,
6233501,63.83,20.25,-999,-999,
6233502,63.8535,20.0488,26567.8,-999,
6233510,64.2233,19.7036,11846.3,-999,
6233520,65.748,15.3907,1083.5,-999,
6233521,60.0638,13.5582,8575,-999,
6233523,60.9512,12.5438,6002.1,-999,
6233525,59.4419,13.2108,4090.6,-999,
6233527,59.13309,12.926869,4758.3,-999,
6233528,59.154255,12.917018,,-999,
6233530,65.8315,14.9033,194.7,-999,
6233540,58.3613,13.9515,167.1,-999,
6233550,62.6617,16.2902,164,224,
6233551,62.3636,16.9619,12087.5,-999,
6233552,62.382745,15.114464,4755.4,-999,
6233555,62.7255,16.0893,15,-999,
6233600,60.0194,17.7307,293.8,21,
6233610,56.1178,13.165,953.4,-999,
6233650,63.1719,17.2655,30638,4,
6233652,63.440256,16.881604,22351.7,-999,
6233680,65.5317,17.4761,6054.3,340,
6233690,64.7445,20.8633,11308.7,-999,
6233692,65.674,18.1433,6322.9,-999,
6233700,63.4332,18.3034,1465.2,-999,
6233710,65.5328,21.2088,10816.6,-999,
6233720,63.701,19.6072,2859.7,-999,
6233730,63.7017,19.6037,2859,-999,
6233740,65.0946,17.1007,6692.6,-999,
6233750,65.8076,21.6705,24923.5,11,
6233752,66.95,19.78,9876.9,-999,
6233754,66.63,19.81,9133,-999,
6233755,65.8508,21.2233,42.6,-999,
6233780,66.0206,21.97,3778.6,-999,
6233785,66.4148,21.6965,41.3,-999,
6233800,66.1675,21.8128,1012,51,
6233850,66.1697,22.812,23102.9,-999,
6233870,66.1117,23.3236,494.3,-999,
6233902,58.7921,14.3047,18.3,-999,
6235100,47.3553,9.8814,227.3,671.42,
6235101,47.33,9.9728,147,773.66,
6235102,47.2861,10.0478,40.8,943.52,
6235110,47.3864,10.0411,30.9,980.72,
6235200,47.2575,9.7292,33.2,830.98,
6235210,47.2272,9.8761,95.6,730.09,
6235300,47.46333333,9.681944444,197.5,394.53,
6235400,47.26083333,9.579166667,1278.1,434.3,
6235500,47.476944,9.775278,823.8,423.02,
6235530,47.45222222,9.662777778,6301.1,393.51,
6235535,47.27444444,9.535,4654.4,419.93,
6238100,50.913422,2.740715,83,6.27,
6238150,51.157318,3.187725,-999,-999,
6242020,47.21,10.14,84.3,1437.49,
6242030,48.45777778,13.92333333,200.2,283.5,
6242050,48.5425,14.0339,453.5,478.82,
6242070,48.3661,14.1389,227.4,271.83,
6242100,48.31,14.3,79490,248,
6242110,48.05,13.92,445,357.71,
6242120,48.27888889,14.44777778,257.7,246.67,
6242130,48.2075,14.56222222,91.8,241.68,
6242140,48.21,14.68,303.1,233.54,
6242150,48.111944,14.893056,1116.6,261.89,
6242160,48.17027778,15.17527778,604.9,225.4,
6242170,48.2039,15.2786,284.6,211.52,
6242180,48.230208,15.296231,216.9,234.23,
6242200,47.0828,15.9436,190.1,277.85,
6242240,47.7417,15.3056,280,735.5,
6242250,48.0394,14.4267,5915.4,280.97,
6242251,47.3828,13.4258,134.5,837.35,
6242260,47.7653,14.1706,184.9,468.61,
6242270,47.8031,14.1386,72.4,496.68,
6242280,47.67,14.33,40.2,625.5,
6242281,47.7236,14.2964,148.6,571.17,
6242290,47.5483,14.3061,368.7,632.93,
6242300,48.234444,15.33,94813.3,199.97,
6242310,48.36472222,15.36055556,48.6,312.63,
6242400,48.4008,15.5864,96044.8,188.96,
6242401,48.3833,15.4622,95970,194,
6242410,48.37388889,15.61388889,162.4,209.23,
6242420,48.4458,15.5681,305.9,230.58,
6242500,48.25,16.3,101700,156,
6242501,48.360416,16.34375,101536.6,159.87,
6242510,47.4975,10.71,1012.2,836.09,
6242515,48.28361111,15.70416667,823.7,219.61,
6242520,48.53555556,15.69111111,1493.3,216.99,
6242530,48.2897,15.9108,268.3,184.52,
6242540,48.55555556,15.92944444,212,225.54,
6242550,48.2556,15.9397,202.3,195.68,
6242555,48.2575,16.01416667,68.5,190.02,
6242560,48.46527778,16.15888889,379.9,189.13,
6242570,48.29444444,16.1975,5.7,299.77,
6242600,47.8061,13.7675,1223.4,422.17,
6242610,47.635,13.7681,48.1,709.44,
6242613,47.95416667,13.60833333,462.9,466.31,
6242615,47.804167,13.454167,247.4,477.35,
6242620,48.09055556,13.87694444,2740.9,341.45,
6242621,48.134167,14.008056,68.3,322.42,
6242630,48.14,13.99722222,3387.1,309,
6242631,48.2,14.27,365.3,270.35,
6242700,48.149444,16.940278,104727.1,135.25,
6242710,48.14055556,16.47444444,1028.9,154.6,
6242715,48.14138889,16.47694444,112.8,158.02,
6242800,48.16694444,16.985,131384,133.26,
6242810,48.18833333,16.89694444,497.8,138.32,
6242820,48.38361111,16.835,25623.8,139.74,
6242830,48.71666667,16.89,12623,152.51,
6242850,48.84555556,15.50027778,1405.8,395.46,
6242910,47.94611111,17.0925,2131.3,127.22,
6242915,47.95222222,17.09611111,0,127.35,
6242920,47.05972222,16.46222222,791,201.25,
6242930,46.990833,16.205556,1956.3,223.65,
6242933,47.41,10.91,88.4,958,
6242940,46.92972222,16.15777778,986.5,230.64,
6242950,47.36388889,11.11333333,45,1184.07,
6242951,47.39,11.26,203.6,956.95,
6242952,47.38888889,11.25805556,65.1,965.63,
6243030,47.2761,11.3969,5771.6,568.46,
6243050,47.52333333,12.09388889,9310,484,
6243110,46.8628,10.9186,164.7,1877.08,
6243120,46.8575,10.911389,98.1,1891.01,
6243200,47.4553,12.39,153,735.42,
6243201,47.52,12.4192,332.4,659.7,
6243210,47.52,12.4031,147.4,669.24,
6243220,47.5197,12.4425,165.9,663.59,
6243230,47.4414,12.8197,112.3,719.2,
6243235,47.4281,12.8389,119.5,729.3,
6243240,47.7264,13.0428,428.2,446.14,
6243245,47.81694444,13.0375,4425.7,408.06,
6243250,47.81222222,12.975,1139.1,415.77,
6243260,47.23,12.25,80.7,882.2,
6243270,47.2531,12.4864,79.8,864.42,
6243300,47.4911,12.1044,322.3,524.34,
6243350,47.0369,11.4794,58.3,1174.66,
6243355,47.0631,11.5003,108.8,1121.02,
6243360,47.0933,11.4658,111.4,1039.73,
6243400,47.1633,10.9108,785.5,931.1,
6243410,46.865,11.0197,72.5,1878.64,
6243450,46.9381,10.49,107.8,982.18,
6243800,48.2736,13.4511,164.9,377.67,
6243810,48.31361111,13.45388889,68.6,357,
6243830,48.24,13.61,14.2,427.11,
6243850,48.4361,13.4417,25520,299.8,
6246100,47.39,14.91,265.6,647.88,
6246110,46.6636,14.9456,954.5,354.05,
6246120,46.7581,14.5333,315.6,506.47,
6246121,46.94,14.55,130.3,777.7,
6246130,46.6239,13.2544,594.9,595.22,
6246140,47.0153,13.3692,9.3,1995,
6246145,46.80777778,13.49555556,1035.5,556.21,
6246150,47.0472,12.8053,74.5,1280.7,
6246155,47.0375,12.84277778,142.1,1229.77,
6246160,46.9744,12.5525,518.4,919.58,
6246161,47.02,12.34,107,1327.14,
6246165,47.0197,12.3394,35,1335.95,
6246170,46.9181,12.5139,268.6,1096.27,
6246180,47.0261,12.6322,47,1486.78,
6246185,47.0261,12.6344,13.9,1491.09,
6246190,47.1244,12.4519,39.3,1686.16,
6246195,47.1186,12.4956,59.9,1502.29,
6246400,46.64111111,14.94361111,11051.8,338.02,
6246590,46.71166667,15.79333333,9769.9,224.23,
6246600,46.7106,15.6356,9480,244.22,
6246601,46.75,15.566667,8339.6,258.29,
6246605,46.83555556,15.38361111,216.4,289.7,
6246610,47.266666,15.316667,6548,414,
6246611,47.1644,15.3189,6791.5,379.7,
6246612,47.4106,15.2825,6214,468.14,
6246620,47.4261,15.26,153.4,502.5,
6246630,47.1353,13.8036,377.9,1019.02,
6246631,47.1339,13.6842,102.1,1108.22,
6246632,47.37,13.482778,86.5,835.8,
6246633,47.127222,13.788889,366.9,1010.24,
6246635,47.1769,13.7053,77.1,1097.35,
6246700,47.5261,15.4731,727.7,569.64,
6246701,47.6572,15.5939,231.5,715.36,
6246710,47.4733,15.2558,324.2,541.75,
6258200,52.83333333,24.03333333,326,-999,
6258220,51.79184,24.093166,460,-999,
6258224,52.101812,24.694211,1070,-999,
6258226,52.084115,23.669987,6590,-999,
6258230,52.032501,23.995594,968,-999,
6258240,52.369312,23.374367,317,-999,
6258250,52.154292,23.676716,2590,-999,
6258252,52.400135,23.81,1920,-999,
6258260,51.70446,23.697541,461,-999,
6260100,40.056252,20.76,665,-999,
6261100,39.58,20.98,640,350,
6261150,38.883335,21.566668,-999,-999,
6261200,39.1575,21.385,1349,304,
6261400,39.57,20.35,1481,-999,
6262100,37.83,22.17,-999,-999,
6262250,39.47,21.6,134.5,-999,
6262260,39.42,21.67,140.5,-999,
6262300,40.08,21.8,5005,-999,
6262310,40.85,22.15,960,-999,
6264100,41.283333,24.466667,4393,-999,
6273302,55.2,30.2,27300,-999,
6273303,55.48333333,28.76666667,41700,-999,
6273500,55.544941,28.853796,618,-999,
6273613,54.746452,28.61634,530,-999,
6273614,55.363719,27.466893,4720,-999,
6273615,55.8206,29.3097,1810,-999,
6273656,55.709225,28.449817,4580,-999,
6273751,55.39361,28.345914,240,-999,
6273752,54.97946,29.523545,269,-999,
6273761,55.356896,29.285899,2520,-999,
6273762,55.288304,27.512017,567,-999,
6273763,55.581065,30.377164,314,-999,
6273771,55.014631,29.154634,3330,-999,
6273772,55.773815,28.594518,1290,-999,
6273797,54.901413,30.354215,1250,-999,
6273900,55.1833,26.8,462,-999,
6274153,53.63333333,25.31666667,16700,-999,
6274155,53.68333333,23.81666667,33600,-999,
6274157,53.41666667,24.63333333,25600,-999,
6274353,54.479252,26.923744,4190,-999,
6274550,53.3167,25.7,211,-999,
6274600,53.469681,26.728616,3070,145,
6274611,54.740802,26.216002,1480,-999,
6274620,54.906435,26.737921,-999,-999,
6274622,54.916667,26.716667,-999,-999,
6274624,54.9,26.68333333,-999,-999,
6274631,53.781334,25.165252,810,-999,
6274641,53.990637,25.644465,920,-999,
6274651,54.771126,26.85795,337,-999,
6274653,54.558189,26.727205,1480,-999,
6274655,53.467343,24.025697,1720,-999,
6274657,54.710746,26.934005,466,-999,
6274671,53.580379,24.190294,2000,-999,
6274673,54.175439,26.105661,201,-999,
6274675,53.2961,24.4094,974,-999,
6274677,53.09764,25.323284,4860,-999,
6274681,54.8818,26.8591,133,-999,
6274683,53.665101,26.03001,104,-999,
6274685,53.957313,26.7378,624,-999,
6274691,54.81666667,26.16666667,10300,-999,
6274693,54.5722,27.398,1230,-999,
6279500,52.05,29.2667,101000,113,
6321100,51.684,6.151,1203,12.02,
6321200,51.097604,6.104184,2105,32.45,
6334270,54.699745,9.022802,352,1.7,
6334280,54.770658,8.976074,134,2.31,
6334800,54.514342,9.317255,481,5,
6335020,51.756918,6.395395,159300,8.74,
6335030,51.39975,7.161034,4078,64.69,
6335031,51.435987,7.581097,1988,105.83,
6335032,51.347759,8.280575,425,265.3,
6335035,51.10887,8.100414,186,283.53,
6335040,50.766075,6.84604,285,108.63,
6335045,50.797901,7.159168,2832,52.03,
6335046,50.776982,7.442713,1472,83.53,
6335048,50.85,7.2,788,58.61,
6335050,51.225547,6.770183,147680,24.48,
6335055,47.987783,7.898793,257,307.21,
6335060,50.936961,6.963293,144232,34.97,
6335070,50.443386,7.39205,139549,51.47,
6335075,50.42,7.43,368.6,66.52,
6335076,50.50212,7.445735,697,86.62,
6335080,51.673858,6.85115,4372,20.609,
6335081,51.662965,8.089404,2005,67.86,
6335082,51.748833,8.630535,1018,92.33,
6335083,51.745286,7.186915,4249,34.78,
6335100,50.085444,7.764967,103488,67.66,
6335113,49.943985,7.89814,4038.7,80.69,
6335115,49.911575,7.910784,4013,85,
6335116,49.779979,7.720317,2832,133.73,
6335117,49.780701,7.831241,318,125.22,
6335125,48.391719,8.03256,954,172.64,
6335150,50.003988,8.275313,98206,78.43,
6335155,49.950818,8.452623,136,86.03,
6335156,50.136749,8.399592,108,186.27,
6335160,50.278496,8.801142,1072,117.16,
6335165,49.813865,8.627985,90.6,111.31,
6335167,49.668736,8.571186,382.8,93.94,
6335170,49.323807,8.448717,53131,88.52,
6335175,49.209637,8.052761,196,154.13,
6335180,49.64112,8.376019,68827,84.16,
6335190,49.350089,8.138863,311,144.54,
6335200,49.038985,8.305563,50196,97.79,
6335240,49.716475,9.224584,21505,119.62,
6335290,49.258277,9.287113,1932,154.14,
6335291,49.001552,9.768198,726,320.76,
6335300,49.234982,9.332153,141,159,
6335301,50.031196,10.220815,12715,201.16,
6335302,50.009995,9.603865,17914,146.33,
6335303,49.929698,10.75521,12010,223.4,
6335304,50.105773,8.714986,24764,90.64,
6335310,50.132082,8.945812,921,104.74,
6335320,49.973683,8.984184,461,119.84,
6335350,50.545162,8.355248,3571,134.99,
6335351,50.798716,8.764489,1667,166.38,
6335360,50.582265,8.464053,692.2,155.11,
6335400,47.561464,7.800326,34550,259.59,
6335410,47.623306,8.325545,627.1,351.17,
6335450,47.627989,9.595917,639.3,420.13,
6335451,47.6729,9.6018,651.3,420.72,
6335460,47.672577,9.534877,782,401.58,
6335461,47.6732,9.5348,790.5,400.74,
6335465,47.70835,9.81745,261,553.84,
6335470,47.729498,9.24493,271.5,397.63,
6335485,49.19,9.24,109.5,168.4,
6335500,49.796,9.926,14031,164.55,
6335510,50.022368,9.761058,597,169.38,
6335520,49.625874,9.665742,1584,172.27,
6335521,49.4925,9.773611,1013,199.68,
6335530,49.834192,10.941275,7005,241.84,
6335540,50.181522,11.226675,713,278.58,
6335550,48.559907,9.266819,161,320.57,
6335551,48.51144,9.151828,161.3,313.35,
6335560,48.380713,8.886825,131.5,417.78,
6335565,48.403623,8.777782,330.5,390.3,
6335570,48.584384,8.125898,53.4,228.14,
6335571,48.526377,8.962187,133,348.6,
6335580,48.340419,7.868864,130,160.68,
6335600,49.438249,9.005032,12710,119.71,
6335601,49.073397,9.145666,7916,159.37,
6335602,48.707,9.419,3995,245.86,
6335603,48.168228,8.618248,452,547.4,
6335604,48.531054,9.150636,2314,303.53,
6335606,48.675446,9.382104,3239,252.26,
6335610,49.321958,8.818847,259.4,143.4,
6335620,49.345874,9.128615,156,140.67,
6335621,48.119069,7.990062,303,286.5,
6335635,49.249141,9.456837,152,183.99,
6335640,49.008091,8.515945,235,122.27,
6335650,48.884361,8.698923,417,265.07,
6335651,48.724098,8.897686,238.2,394.89,
6335660,48.897062,8.729503,1476,244.55,
6335665,48.695677,9.318533,127.1,243.7,
6335670,48.823801,8.709661,705,293.76,
6335671,48.586485,8.603951,134.4,439.57,
6335675,48.959297,9.261206,506,192.04,
6335676,48.984121,9.458716,180,257.3,
6335677,48.985379,9.740556,125.9,334.86,
6335680,48.932547,10.139614,178.5,434.3,
6335681,49.268549,9.219941,1825,148.69,
6335690,48.84736,9.315816,569,218.15,
6335695,48.712581,9.418433,696,251.6,
6335696,48.622759,9.83928,146,409.23,
6335697,49.140837,9.851501,259.6,-999,
6335700,48.67,9.39,178.7,271.62,
6335710,48.818715,8.297143,468.8,132.19,
6335720,48.24,8.212933,146,301.11,
6335725,48.317024,8.217126,126,263.44,
6335730,47.699494,7.845408,206,419.6,
6335735,48.490087,8.145405,107.7,245.36,
6335800,49.951163,10.873488,4251,230.2,
6335810,49.947823,11.578935,333,332.6,
6335820,49.366979,11.38,209,373.99,
6335830,49.156612,8.633705,161.1,113.71,
6336050,50.143351,7.168276,27088,77.03,
6336500,49.732189,6.626853,23857,121,
6336510,49.888832,6.46575,266,208.68,
6336800,49.472575,6.369035,11522,138.5,
6336900,49.408927,6.648422,6983,165.5,
6336910,49.342302,6.592735,1337.4,184.16,
6336920,49.13479,7.181268,1798,206.63,
6336930,49.376437,6.787767,715.8,188.25,
6337050,52.828493,8.473615,1313,22.96,
6337060,53.075773,9.205753,955,11.9,
6337100,52.176,8.862,17618,41.66,
6337200,52.964,9.125,37720,4.79,
6337250,52.789,9.383,14730,14.31,
6337300,51.366474,9.757545,14.3,191.95,
6337310,50.980701,10.315221,305.2,216.31,
6337320,50.83704,10.085826,214,234.02,
6337330,50.718201,10.400272,153,268.58,
6337340,50.545566,10.475647,321,306.6,
6337350,50.496464,10.722448,256,355.16,
6337400,51.426,9.641,12442,114.95,
6337410,50.805051,9.731472,421.8,212.35,
6337500,51.856874,9.939932,2916,94.98,
6337501,52.682,9.704,7209,23.01,
6337502,52.622,10.063,4374,31.8,
6337503,51.38311,8.728344,103,336.97,
6337504,51.155679,8.898182,1202,245.87,
6337505,51.167717,9.087223,1452,193.19,
6337506,51.193,9.498,2975,151.03,
6337507,51.227,9.469,6366,140.89,
6337508,51.004,9.72,2523,179.54,
6337509,52.388,9.676,5304,43.81,
6337510,52.683,9.604,6443,21,
6337511,51.270925,9.974833,5166,143.52,
6337512,51.125,10.197,4302,168.02,
6337513,51.408,9.709,5487,117.4,
6337514,51.973,9.516,15924,69.39,
6337515,52.852,9.211,22110,7.99,
6337516,51.648,9.438,14794,94.05,
6337517,52.594,9.113,19910,19.99,
6337518,52.249,8.922,19162,37.04,
6337519,51.625,9.52,12996,97.99,
6337520,51.035299,8.623725,489.7,298.22,
6337521,51.031445,8.386279,84.7,400.254,
6337530,50.599958,9.642059,561,232.08,
6337540,51.378703,9.970453,634,142.02,
6337541,51.407114,9.936841,319,184.17,
6337542,51.378703,9.970453,275,196.29,
6337550,52.601321,8.902825,1016,27.18,
6337560,52.449874,10.947233,520,57.02,
6337570,52.133419,8.670932,874,59.66,
6337580,51.944106,9.612062,65.6,127.62,
6337590,51.651,10.254582,127,184.1,
6337600,50.853971,9.283338,250,216.746,
6337601,51.082443,9.334957,986.1,167.59,
6337610,50.570435,10.417231,1170,281.66,
6338010,51.832562,6.47232,258,16.66,
6338100,52.74,7.24,8369,6.71,
6338110,52.595595,7.24852,4981,12.42,
6338120,52.094,7.603,2842,32.71,
6338130,52.288,7.434,3740,24.19,
6338140,52.732975,7.241933,8469,9.97,
6338150,51.972621,7.898373,1499,48.77,
6338160,52.69462,7.347166,2968,12.11,
6338161,52.682624,7.602417,2218,18.2,
6338162,52.72,7.84,1769,20.62,
6338163,52.308177,8.000165,323,55.82,
6338200,52.602223,6.857059,1687,12.01,
6338201,52.499119,6.966262,708,15.44,
6338210,52.080995,6.774418,351.1,28.78,
6338250,53.339366,9.170121,604,7.21,
6338260,53.387013,9.706704,184,14.31,
6340050,53.15,10.464,1434,14.43,
6340070,53.418912,10.8454,608,11.68,
6340110,53.232275,10.88881,131950,5.68,
6340120,51.059736,13.738539,53096,102.73,
6340130,51.861817,12.646719,61879,62.48,
6340140,51.990129,11.882563,94060,46,
6340150,52.990829,11.759765,123532,17,
6340160,52.546603,11.978396,97780,27.59,
6340170,51.86316,12.059195,70093,50.24,
6340180,52.135,11.644,94942,39.92,
6340190,51.558968,13.010575,55211,74.79,
6340200,51.226506,11.684707,6218,104.51,
6340210,53.655835,10.087194,320.5,9.62,
6340215,53.60511,9.967144,82.4,5.36,
