grdc_no,lat,long,area,altitude,
5868100,-46.23727971,169.7479827,20582,15.8,
5869400,-45.57,167.58,4620,178,
5869401,-45.4799,167.6852,3124,216.9,
5869501,-45.5285,167.2687,95.5,187.6,
5870500,-42.1244,171.8782,234,221.7,
5870600,-41.83424909,171.6993604,6350,22.3,
5870650,-41.8038,172.8214,195,620.1,
5870655,-41.76348777,172.3863969,1410,203,
5870700,-41.7947,172.5946,368,459.7,
5973200,-14.28,-170.75,2.6,2,
5974100,6.92,158.37,7.7,106,
5974300,9.52,138.08,0.6,5,
5974400,7.6,134.58,11.5,5,
5974500,13.38,144.75,16.8,6,
6111100,42.077,-8.391,15407.2,12,
6112070,40.892,-7.933,288.3,459,
6112080,41.195,-8.161,3163.3,67,
6112090,41.154,-7.782,91505.6,67,
6112100,41.159,-7.114,81293.9,113,
6113050,39.461,-8.375,67482.3,19,
6113100,39.647,-7.678,59247,76,
6113110,39.48,-7.998,61539.9,39,
6114100,40.748,-8.296,926.9,59,
6114150,40.733,-8.112,648.8,159,
6114300,40.216,-8.44,4918.5,20,
6114500,40.612,-7.521,606.6,335,
6115500,38.063,-8.404,2713.1,31,
6115800,37.3,-8.4667,386,55,
6116100,37.836,-7.859,719,103,
6116200,37.803,-7.633,61884.9,28,
6118130,48.53041,-4.362693,24,90.6,
6118150,48.615037,-4.077011,43,91.1,
6118160,48.584822,-3.924127,141,61.97,
6118165,48.747942,0.58058,149,255.45,
6118175,48.565562,-3.800485,44,73.86,
6118185,48.271631,-2.04349,82,111.34,
6118195,48.525082,-1.689465,63,71.45,
6118205,48.426975,-1.43635,81.5,103.34,
6118230,49.863055,1.184846,946,61.8,
6118800,50.1,1.83,5560,5,
6119010,43.507821,-0.853697,2575,100.44,
6119015,47.993815,-2.368849,315,88.26,
6119020,43.187673,-0.597133,488,277.79,
6119025,47.775309,-1.979609,37,80.22,
6119030,43.197936,-0.608472,1085,266.78,
6119040,43.245943,-0.874859,480,192.01,
6119050,43.183444,-1.337209,156,207.73,
6119060,47.899928,-2.975167,316,95.16,
6119065,47.904164,-3.201265,47.7,94.42,
6119070,47.906833,-3.752172,69.7,85.08,
6119080,47.882934,-3.875375,20.1,67.28,
6119090,47.987886,-4.014459,107,75.24,
6119100,43.48,0,84.3,-999,
6119110,43.174601,0.021673,89.6,395.04,
6119120,43.130613,0.25876,173,353.84,
6119130,47.824831,-2.703308,137,99.98,
6119140,47.71222,-1.690835,118,68,
6119150,47.981631,-2.143762,30.2,119.01,
6119160,48.101885,-3.987473,7,186.99,
6119200,44.547197,-0.872012,1650,74.3,
6119210,44.409824,-0.752679,159,88.44,
6119220,44.464329,-0.774573,36,83.35,
6119230,48.127513,-1.944756,468,83.5,
6119240,47.018569,-1.722739,820,69.45,
6119300,46.749308,-0.951777,131,118.99,
6119310,46.685781,-1.113728,305,91.3,
6119320,46.668681,-0.971726,120,99.17,
6121240,49.628431,5.158701,1967,203.03,
6122100,49.3,1.25,65000,-999,
6122101,47.995091,4.480182,704,179,
6122102,47.413301,3.493074,371,295.87,
6122110,49.307181,4.782227,2280,146.95,
6122120,48.745062,4.626044,2100,141.08,
6122130,48.66668,2.340616,922,83.65,
6122135,48.559998,2.031565,147,126.18,
6122140,49.922199,4.068373,315,205.65,
6122141,49.559185,2.993209,4290,79.39,
6122145,49.894092,4.018328,258,184.75,
6122150,48.44823,1.290652,330,204.2,
6122155,49.132473,2.415218,57.3,86.75,
6122160,48.66668,2.340616,221,359.26,
6122170,48.559998,2.031565,81,221.72,
6122180,48.336783,2.787907,264,209.66,
6122190,47.817,3.800066,1119,127,
6122200,47.352991,3.963528,248,244.4,
6122210,50.80044,2.029515,105,32,
6122220,47.76369,4.569863,124,194.32,
6122240,48.336783,2.787907,3900,96.76,
6122300,48.83,2.27,44320,26,
6122350,48.5,3.7,104,-999,
6122400,48.52,3.11,7,-999,
6122550,47.933334,3.35,131,-999,
6122560,47.733334,3.3,153,-999,
6123100,47.38,-0.83,110000,9,
6123140,47.309085,-1.052543,460,66.02,
6123150,47.120666,-1.532751,147,55.95,
6123160,47.017248,-1.116179,814,98.66,
6123170,47.462948,-1.481555,472,59.23,
6123171,47.558583,-1.049536,169,88.54,
6123180,47.315248,-0.632799,920,69.52,
6123181,47.192066,-0.374972,250,98.45,
6123190,48.032534,-0.705893,410,100.24,
6123200,48.166556,-0.777898,375,116.07,
6123210,48.158733,0.204429,510,101.96,
6123220,48.013394,0.81907,270,152.53,
6123230,47.602134,0.477979,67,117.68,
6123250,47.015951,1.126552,1712,138.05,
6123260,47.134958,1.239978,17.2,148.69,
6123270,47.246442,0.818396,127,115.96,
6123300,47.58,1.33,38240,66,
6123310,47.746584,1.655221,155,129.08,
6123350,47.28557,1.534436,2254,125.08,
6123370,46.2426,2.535712,1600,294,
6123380,46.183498,2.444423,854,387.13,
6123400,47.048799,0.544384,19920,93.66,
6123401,45.701228,2.006849,58.5,672.56,
6123410,46.622533,0.256926,277,83,
6123420,45.912209,0.915036,288,263.42,
6123430,45.755844,1.239604,597,269.34,
6123440,45.955249,1.57786,134,356.56,
6123450,46.377503,1.67855,1235,265.63,
6123451,45.887457,2.166691,165,564.01,
6123460,46.385018,1.68847,850,271.61,
6123461,46.366212,1.992245,558,326.29,
6123470,45.93099,2.176702,186,493.92,
6123500,47.68,2.58,35890,120,
6123501,44.771578,4.156343,62,2065.9,
6123610,46.242684,3.197668,71.4,307.16,
6123620,45.688438,3.609896,655,447.75,
6123630,45.62191,3.357515,73.2,490.16,
6123640,45.381425,3.264117,984,503.73,
6123641,45.161595,3.028799,310,924.43,
6123645,45.133503,3.006412,157,800.51,
6123650,45.196627,3.522018,155,591.8,
6123700,46.909982,3.763084,115,260.29,
6123710,46.533667,4.033937,2277,287.69,
6123720,47.004137,4.195926,138,371.64,
6123730,46.474892,4.076413,819,287.75,
6123740,45.606768,4.37488,165,477.05,
6123741,45.63,4.53,61,-999,
6123750,45.312708,4.250183,134,772.75,
6123760,45.306823,3.938208,354,745.11,
6123770,45.213847,4.214023,228,636.98,
6123780,45.0569,4.300364,139,983.18,
6123790,45.869774,2.673482,112,589.47,
6123800,46.133354,1.02059,286,289.86,
6123810,46.14986,1.141593,177,240.69,
6123820,46.11283,1.432653,570,352.42,
6123825,46.09575,1.495156,131,372.38,
6124100,44.723964,-0.177023,30,92.09,
6124200,44.888556,0.365912,73.5,90.1,
6124300,44.788495,1.170631,603,131.34,
6124400,45.082373,2.194194,513,425.55,
6124401,45.11796,2.384144,112,650.26,
6124410,45.295963,2.387239,117,420.9,
6124420,45.467985,2.150762,81,566,
6124430,45.333383,2.751449,172,747.41,
6124440,45.542892,2.542145,85,611.25,
6124441,45.527723,2.695847,19.8,959.1,
6124500,45.01,1.1,3125,-999,
6124501,44.903011,0.959108,3736,108.36,
6124502,45.60314,1.923653,143,729.84,
6124510,45.261184,1.380188,58,171.15,
6124520,45.305197,1.414628,103,201.02,
6124600,45.514942,0.749178,140,206.39,
6125080,44.946535,1.667975,202,-999,
6125100,44.42,0.23,52000,17,
6125160,43.700001,1.35,192,-999,
6125200,43.398429,0.323803,9,245,
6125210,43.496881,0.729283,36,247.49,
6125220,43.045302,0.928175,98,393.18,
6125230,42.898226,1.231332,169,541.12,
6125240,42.712709,1.645257,52.8,1171,
6125250,43.042645,1.772146,131,361.16,
6125260,42.976859,2.015333,67,435,
6125300,44.19,3.36,125,-999,
6125310,43.617946,2.811669,48,849.74,
6125320,44.080767,2.921202,112,386.68,
6125330,44.071868,3.289669,300,489.27,
6125340,44.354838,3.612345,25,646.33,
6125350,44.316666,3.6,125,-999,
6125360,44.07019,2.802437,2677,341.84,
6125361,44.332972,3.496089,621,535.51,
6125362,44.344754,3.61792,189,620.35,
6125363,44.360564,3.753883,67,960.16,
6125370,44.340419,3.788091,10,1026,
6125440,43.14379,1.141343,91,334.72,
6125540,43.821228,2.440124,72,470.77,
6125600,44.587523,1.984176,676,238.77,
6125610,44.355882,2.048919,199,462.16,
6125620,44.398157,2.845471,270,636.14,
6125630,44.414793,2.871969,110,636.07,
6125640,44.825407,3.085007,283,972.02,
6125641,44.637165,3.109455,136,1260.36,
6125650,45.01094,3.12772,310,803.61,
6125660,44.482586,3.425163,465,718.3,
6125670,44.307628,2.801164,138,788.37,
6125680,44.209341,2.812808,57,862.55,
6125710,44.207921,2.043111,103,362.46,
6125720,44.107895,2.434281,175,417.2,
6125730,42.866371,0.746485,38,616.78,
6128050,43.17,2.5,216,-999,
6128100,43.213297,2.360133,1770,155.1,
6128101,42.816052,2.124954,134,1451.2,
6128110,43.937,7.5156,461,211,
6128120,44.050888,7.588884,114,706.49,
6128150,43.15,6.2,9.4,-999,
6128200,42.52474,2.985749,676,140.76,
6128210,42.466747,2.668066,32,242,
6128220,42.80941,2.743071,305,150.47,
6128230,42.814401,2.227572,136,433.08,
6128300,43.4,3.2,1330,9,
6128350,43.727342,3.323207,228,209.92,
6128370,43.938892,3.681161,332,205.08,
6128380,43.999358,3.657893,159,242.98,
6128600,43.486319,5.726113,49,300.64,
6128610,43.394141,6.452907,168,95.01,
6128620,43.146302,6.148768,451,63.83,
6128630,43.18559,6.111176,277,83.8,
6128700,43.75,6.9,1827,170,
6128701,43.907608,7.195276,1830,222.19,
6128702,43.948464,6.809544,676,517.54,
6128710,44.252,6.9339,167,1110,
6128720,43.845402,7.155822,451,127,
6135100,48.08,7.38,159,-999,
6135110,48.902706,8.04798,202,162.36,
6135120,48.821815,7.741602,622,186.8,
6135200,48.5,7.28,230,-999,
6135210,48.269213,7.291974,108,304.17,
6135800,47.633335,7.233333,233,-999,
6136100,49.099602,6.187241,1280,206.88,
6136150,48.544054,6.131619,940,269.87,
6136151,48.301295,6.135747,382,306.29,
6136160,48.283656,6.955499,374,379.49,
6136200,48.164617,6.452056,1220,369.2,
6136201,48.065207,6.610067,621,416.21,
6136202,47.90859,6.685294,153,477.41,
6136500,48.968896,7.038287,2170,251.24,
6136520,48.981897,7.010775,407,251.25,
6139050,43.92,5.88,175,-999,
6139060,44.073124,3.960473,263,191.49,
6139061,44.19036,3.715498,47,435.54,
6139070,44.328542,4.11256,277,247.81,
6139100,43.92,4.67,95590,3,
6139120,44.433561,5.297041,49,435.27,
6139130,44.691908,5.490255,227,610.56,
6139140,44.774852,5.145297,108,377.78,
6139150,44.233334,6.633333,34.6,-999,
6139200,44.233334,6.633333,10.2,-999,
6139201,43.878539,6.538804,655,842.97,
6139210,43.9948,6.5027,137,931,
6139220,44.624259,5.014738,186,317.22,
6139230,44.529941,4.966871,85,298.45,
6139240,44.828658,4.517764,71,464.38,
6139250,44.0158,6.2529,375,605,
6139255,44.21644,6.275064,165,857.61,
6139260,44.449121,6.400326,946,842.02,
6139261,44.383261,6.651729,549,1183.87,
6139270,44.4428,5.7138,723,662,
6139280,44.469496,6.279771,3580,704.11,
6139281,44.551011,6.485908,2170,838.73,
6139282,44.77569,6.558757,517,1001.23,
6139283,44.9173,6.675,210,1351,
6139284,44.08557,6.011976,6760,468.15,
6139300,44.5,4,2240,46,
6139310,45.714359,5.158566,703,252.98,
6139340,45.18,4.85,232,-999,
6139360,45.873299,4.642701,336,257.25,
6139361,45.857683,4.687041,792,245.23,
6139365,45.809737,4.599261,219,287.42,
6139370,45.29,4.8,95,-999,
6139390,45.75,4.83,50200,154,
6139391,45.86,5.4,15380,198,
6139400,45.58,4.8,51080,148,
6139430,46.9,4.35,54.5,-999,
6139440,44.98,6.48,78.5,-999,
6139450,45.39,5.74,89,413,
6139470,45.95,5.43,232,-999,
6139500,45.9,5.25,3630,209,
6139501,46.396626,5.665041,1120,378.17,
6139502,46.684908,5.766074,650,504.54,
6139510,46.271939,5.516561,228,336.56,
6139520,46.647213,5.774708,49,543.6,
6139530,46.415645,5.867245,216,471.92,
6139550,46.155892,4.99668,102,268.34,
6139560,46.118646,5.198074,34,301.19,
6139600,45.45,6.99,46,1831,
6139640,46.170688,5.289284,84.4,286.99,
6139650,46.17,6.27,160,-999,
6139680,47.801835,6.666987,73.5,425.61,
6139681,47.414957,6.180271,1250,275.79,
6139682,47.292297,5.544409,2038,232.68,
6139700,46.9,5.49,41,-999,
6139710,47.733334,6.733333,33,-999,
6139720,47.7,6.87,25.4,-999,
6139725,45.04,6.18,220,1057,
6139730,44.9,5.49,143,770,
6139735,44.95,5.87,71.6,936,
6139740,44.83,6.15,133,1023,
6139750,45.12,6.02,172,713,
6139770,46.921595,5.350136,7290,229.55,
6139780,47.499444,6.752157,42.2,368.05,
6139790,47.042646,5.814381,1380,284.84,
6139795,47.030753,5.956855,217,364.71,
6139810,45.87,5.69,42,243,
6139821,45.904147,6.206104,332,563.5,
6139825,45.719755,6.102802,249,624.95,
6139830,46.1411,5.8183,390,358,
6139831,46.218944,5.864085,119,621.28,
6139832,46.282056,5.921547,85,895.11,
6139837,46.1499,5.8007,183,369,
6139840,46.11,6.55,325,615,
6139850,45.900699,5.919956,1350,302.81,
6139900,47.237003,5.220392,264,244.12,
6139910,47.331788,4.980221,655,291.2,
6139920,47.279504,5.216943,744,249.05,
6139921,47.372137,5.188617,700,270.91,
6139930,47.747451,6.075586,1020,257.31,
6139935,47.826418,6.500482,123,388.74,
6139940,46.403242,4.648328,332,294.26,
6139960,46.149704,6.270442,1664,458.98,
6140100,50.53,16.1898,94.6,418.02,
6140101,50.4832,16.1808,248.5,363.52,
6140120,49.8895,15.4773,381.8,226.99,
6140130,50.638,15.5171,44,441.51,
6140140,50.6547,15.3257,179.1,305.81,
6140150,49.1974,13.8855,383.3,421.69,
6140250,49.9586,14.0874,8286.2,213.41,
6140280,50.1534,12.8458,256.1,445.41,
6140300,49.3165,14.1435,2913.7,353.88,
6140400,50.7822,14.2096,51120.3,120.07,
6140401,50.6539,14.0425,48560.5,130.94,
6140450,49.7409,15.1012,1420.6,323.13,
6140480,50.2443,14.7735,2158.3,174.02,
6140481,50.2487,14.7754,2157.4,174.65,
6140500,50.6399,15.2744,791.2,275.6,
6140600,50.0367,15.9067,625.4,222.44,
6140700,50.0651,16.5404,182.4,431.19,
6142100,49.7558,16.9755,1561.1,242.99,
6142101,50.041,16.9114,349.7,362.366,
6142110,48.8037,16.8537,12283.7,157.38,
6142120,48.9331,17.2974,9144.8,163.28,
6142150,48.60213,16.93585,24129,146,
6142160,49.5535,16.5587,126.5,332.78,
6142170,49.3196,16.0256,478.8,405.32,
6142190,49.867,16.8387,445.2,285.14,
6142200,48.13957,17.10924,131331,128,
6142250,49.3822,15.5026,307.3,501.17,
6142260,49.532,16.5807,423.7,320.29,
6142270,49.678,16.1911,127.9,514.63,
6142300,49.53,17.746,1275.3,243.11,
6142500,48.049999,18.200001,3103,116,
6142520,48.52429,18.1726,2094,158,
6142550,49.433334,18.783333,484,-999,
6142551,49.29725,18.78592,955,346,
6142600,48.04,18.82,4838,115,
6142601,48.29766,19.7416,686,172,
6142620,48.1605,17.88251,11218,109,
6142640,49.0704,18.91268,827,390,
6142650,48.73,19.13,1766,334,
6142660,48.40703,18.64649,3821,195,
6142680,49.08701,19.60301,1107,568,
6142700,48.8,19.64,582,-999,
6144100,48.3043,20.3142,1830,150,
6144150,48.59338,20.89307,663,171,
6144200,48.39582,21.75003,11474,91,
6144300,48.6027,21.33957,4232,167,
6144350,48.7326,21.33654,1298,186,
6144400,49.033333,21.5,1050,-999,
6144490,48.983334,21.966667,211,-999,
6144500,49.016666,22.049999,176,202,
6150100,42.166668,9.35,566,61,
6150200,42.450001,9.2,366,187,
6150300,42.602313,9.379366,-999,261.37,
6150400,41.724916,9.075456,130,354.42,
6150500,42.444452,9.469934,114,87.58,
6157100,49.9212,18.3281,4663.7,192.596,
6158100,49.28918,20.73023,1262,507,
6172005,59.035,26.11083333,90,34.8,
6172010,59.380833,24.968889,84,33.6,
6172011,59.344167,25.340278,903,40.12,
6172012,59.466111,24.879167,794,5.98,
6172013,59.308611,24.434722,635,23.77,
6172014,59.508611,25.594444,123,8.62,
6172015,59.472222,26.351667,390,53.35,
6172016,59.383889,27.039167,784,32.02,
6172020,58.891944,25.669444,215,63.53,
6172021,58.817886,24.645006,131,33.43,
6172022,58.81666667,24.21666667,634,12,
6172023,58.726389,23.996944,2640,2.65,
6172024,59.38,24.534722,209,19.4,
6172026,59.4675,25.789167,404,56.93,
6172028,59.253333,23.866389,474,5.28,
6172029,59.49694444,26.69055556,14.5,38,
6172030,59.030833,27.393056,140,32,
6172031,58.810278,22.7125,98,0.43,
6172032,59.44,25.963333,135,68,
6172033,58.003611,25.921111,269,44.07,
6172034,58.888889,25.676667,7.3,62.68,
6172035,59.49611111,26.69888889,12,137,
6172036,59.373056,26.582778,406,48,
6172037,59.023767,27.105428,313,29.59,
6172038,58.51666667,22.7,7.6,60,
6172039,58.799167,25.476389,279,51.6,
6172040,58.364444,22.822222,134,1.8,
6172041,58.515278,25.061667,1030,16.6,
6172042,58.479722,24.994444,1880,16.39,
6172043,58.60305556,24.97055556,23.9,243,
6172050,58.463056,24.7675,5160,5.45,
6172052,58.518333,24.915556,2080,16.98,
6172053,58.83,25.472778,579,56,
6172054,58.12388889,25.44555556,48.1,41.8,
6172055,58.273333,26.741944,241,31.5,
6172056,58.938889,25.644444,25,66,
6172057,58.423333,24.318611,326,0.8,
6172058,58.700556,26.848889,266,37.66,
6172200,58.38,26.726111,7840,29.61,
6172220,57.850833,26.1325,1050,33.94,
6172224,58.08694444,26.82527778,11.5,85,
6172230,59.035303,27.088608,252,34.4,
6172232,58.88333333,26.23333333,74.6,36,
6172234,58.99861111,26.20583333,82.8,299,
6172236,58.703056,25.927778,1030,59.5,
6172240,58.602222,26.374722,766,43.2,
6172250,57.73277778,27.28722222,135.2,91.8,
6172260,58.209167,27.112222,896,29.5,
6172270,58.211389,26.434444,239,40.8,
6172280,58.095556,27.454444,1300,30.63,
6172290,57.96194444,27.20777778,52,848,
6172292,57.73027778,26.91805556,115.7,25.8,
6172350,59.382778,28.206667,56000,-1.08,
6172351,59.000833,27.740278,47800,29,
6196020,35.042778,32.420556,195,5,
6196040,34.741667,32.4875,210,27,
6196060,34.708333,32.575,260,22,
6196080,34.708333,32.575,110,8,
6196100,35.08,32.72,48.7,240,
6196200,35.041389,32.901389,63,396,
6196300,35.079167,33.016667,81,290,
6196350,34.754167,33.1,110,100,
6196400,35.0375,33.183333,90,350,
6196480,34.766667,33.3,130,43,
6196500,34.716667,33.316667,150,3,
6196600,35.020833,33.391667,91,230,
6196650,34.941667,33.483333,94,135,
6196700,34.85,33.575,150,47,
6210100,43.24813,-2.89438,997,18,
6210210,42.93673,-8.65912,1526.2,1146,
6210220,42.98167,-8.46225,311,228,
6210230,42.97602,-8.3775,561,240,
6210310,43.41203,-7.14513,712,21,
6210320,43.34766,-7.19211,572,23,
6210330,43.17761,-7.20004,346,241,
6210410,43.43154,-6.05836,2884,34,
6210510,43.34384,-1.76099,681,29,
6211050,42.07874,-8.49782,15678,24,
6211100,42.35769,-7.8516,12810,95,
6211150,42.36032,-7.85179,12985,95,
6211160,43.0019,-7.56348,2303,362,
6211170,43.02449,-7.58797,2210,378,
6211180,43.13925,-7.60455,999,382,
6211185,43.13925,-7.60455,999,382,
6211500,42.45282,-7.7152,7982,120,
6211520,42.4127,-6.97725,4268,315,
6211610,42.78728,-6.62819,216,644,
6211620,42.68353,-6.29401,106,827,
6212320,41.84864,-7.43529,719,369,
6212330,41.99484,-7.44225,196,411,
6212400,41.5,-5.48,41856,641,
6212410,41.51511,-5.41283,41808,637,
6212420,41.58,-6.19,63160,-999,
6212430,41.03101,-6.82071,75163,133,
6212440,41.48711,-5.81469,46700,619,
6212450,41.51189,-5.72244,46137,628,
6212460,41.56543,-4.66628,12740,690,
6212470,41.48765,-2.99506,5055,880,
6212480,41.88747,-2.78759,135,1100,
6212500,42.37436,-5.56125,3980,757,
6212505,42.36862,-5.5636,3980,757,
6212510,41.87413,-5.76421,14263,691,
6212515,41.87414,-5.76438,14420.1,685,
6212550,42.94048,-5.66143,131.3,1125,
6212610,41.53618,-5.69874,3546,630,
6212620,41.62382,-5.63227,3187.3,645,
6212630,42.21593,-5.09673,279.1,756,
6212700,42.08,-4.07,2413,766,
6212710,42.086448,-4.20781,5256,740,
6212720,42.02359,-3.29035,349,958,
6212740,41.65977,-4.73288,15638,690,
6212750,42.13053,-4.24956,4227,740,
6212760,42.96465,-4.49023,144,1095,
6212780,41.58228,-3.0754,900,890,
6212810,40.6968,-6.66088,1609,590,
6212820,40.69691,-6.66063,1700,584,
6212830,40.42908,-6.60153,263,780,
6212840,40.95773,-5.64882,4010,780,
6212850,41.48991,-4.76955,5202,693,
6212860,41.30058,-3.73782,466.3,920,
6212870,40.33862,-5.17262,88,1377,
6213500,39.724,-6.89188,51958,110,
6213510,40.4982,-5.94399,426,520,
6213520,39.98153,-6.30487,2672,260,
6213530,39.93297,-5.90479,4090,230,
6213540,40.159,-5.01672,730,367,
6213600,39.76458,-6.8019,46487,121,
6213650,39.94011,-4.84749,33859,357,
6213700,39.9571,-4.82941,33849,366,
6213750,40.08626,-3.60796,11549,491,
6213760,41.053,-3.33091,143,940,
6213770,40.13715,-3.58017,8890,498,
6213780,40.39521,-3.50944,7005,550,
6213790,40.79684,-3.0812,333,716,
6213792,40.84627,-3.8859,42,1270,
6213794,40.82924,-1.96523,944,1016,
6213800,40.69743,-2.58582,3253,727,
6213850,40.04181,-3.56996,9312,497,
6213900,40.59903,-1.95419,410,1143,
6216500,38.88,-6.97,48515,-999,
6216510,38.86199,-7.01754,48530,166,
6216520,39.19801,-3.59073,10319,628,
6216530,38.97169,-2.88906,856,758,
6216610,39.0003,-5.75856,8508,250,
6216630,38.90985,-5.49226,7640,279,
6216650,39.04246,-4.97835,324,444,
6216700,38.871389,-3.891563,2337,580,
6216800,39.64264,-3.081,995,694,
6216810,39.415,-3.30998,2557,642,
6216820,39.88359,-2.8009,552,787,
6217100,37.51844,-5.97639,46134,10,
6217110,37.59278,-5.81185,44002,12,
6217120,37.35066,-6.02206,48548,9,
6217135,37.87936,-4.77485,24704,86,
6217140,37.98425,-3.79939,16166,240,
6217150,37.95916,-3.18981,1330,341,
6217200,38.17905,-2.83594,583,538,
6217300,37.55806,-5.07775,8028,104,
6217400,38.01643,-3.63666,5131,256,
6217500,37.88131,-3.21164,6349,383,
6217600,37.88908,-2.67431,28,1064,
6217700,37.25869,-3.76895,357,561,
6217800,37.30286,-6.25986,960,21,
6220100,50.850091,3.138249,-999,-999,
6220101,50.842823,3.232442,-999,-999,
6220110,50.825999,3.611351,51,15.46,
6220111,50.872827,4.056547,16,13.52,
6220112,51.044929,4.280674,31,8.49,
6220120,50.942629,3.372612,243,9.77,
6220160,50.705028,3.835607,515.5,-999,
6220161,50.633548,3.777835,228.8,28.85,
6220162,50.762011,3.867336,785,-999,
6220170,50.888747,4.116261,92,12.07,
6220175,50.876556,4.156792,-999,-999,
6220200,50.62,3.37,5091,-999,
6220201,50.60851,3.390786,4922.1,-999,
6220203,50.741192,3.391978,-999,-999,
6220204,50.7287,3.387881,5227,-999,
6220210,50.791197,3.126711,-999,-999,
6220300,50.987653,4.822322,2146.4,12.37,
6220301,51.0026,4.991461,1973,17.31,
6220310,51.004141,5.01404,-999,-999,
6220320,50.955485,4.89056,-999,-999,
6220330,50.943358,4.744133,-999,-999,
6220340,51.081997,5.094293,-999,-999,
6220345,51.121712,5.102823,-999,-999,
6220350,51.336139,4.626836,-999,-999,
6220360,50.987653,4.822322,-999,-999,
6220361,50.765692,4.279775,-999,-999,
6220362,50.690159,4.196801,214.7,35.768,
6220370,50.89094,5.021138,96,29.62,
6220500,50.802899,4.642501,645,27,
6220501,50.925233,4.706311,-999,-999,
6220502,50.710619,4.606329,310.1,42.009,
6220510,50.885418,3.68613,115,11.88,
6221100,50.725899,5.690309,20440,-999,
6221101,50.536477,5.317772,16416.2,-999,
6221102,50.092133,4.806524,10120,101.428,
6221110,50.567524,5.167772,305.1,93.293,
6221120,50.309192,4.141176,1188.4,-999,
6221130,50.358513,4.40444,324,118.32,
6221131,50.259774,4.436649,187,168.73,
6221140,50.304333,4.829173,127,104.87,
6221200,50.589478,5.653654,677,80.46,
6221500,50.437974,5.534872,1607,109.9,
6221501,50.596464,5.59101,2903.8,67.234,
6221510,50.155915,5.261743,276,189.06,
6221550,50.211568,4.963111,1314,107.53,
6221551,50.040471,5.12834,301,213.66,
6221560,50.085502,4.556706,254,151.35,
6221570,49.793048,5.381486,182,347.86,
6221600,50.040898,4.499866,178,191.27,
6221610,50.042686,4.844254,114,186.16,
6221620,49.863767,4.901813,1235,176.02,
6221630,50.459954,4.832913,2841.8,-999,
6221640,49.693687,5.512989,220,330.42,
6221660,50.816887,5.670356,463,56.98,
6221670,50.201104,4.798408,161,104.89,
6221680,50.47913,5.636835,1067.5,110.004,
6226100,42.9627,-4.05846,812,469,
6226200,42.68765,-2.95553,5481,459,
6226210,42.80807,-3.35733,290,532,
6226220,42.73532,-3.41395,1051,570,
6226230,42.79986,-3.39415,1093,540,
6226250,42.94659,-3.57335,262,597,
6226300,42.18008,-1.69474,25194,265,
6226310,42.34535,-1.64761,5469,302,
6226350,42.88354,-1.60594,240,465,
6226390,42.71978,-0.52518,101,1040,
6226400,41.65857,-0.88106,40434,189,
6226420,41.63706,-0.89788,1017,203,
6226430,41.66878,-0.8417,4008,197,
6226440,41.73411,-1.17489,9694,250,
6226450,41.91296,-1.28009,2193,243,
6226460,41.19659,-2.33844,196,892,
6226470,42.26199,-1.19189,144,476,
6226480,40.92019,-1.30242,1498,883,
6226490,42.76875,-0.33491,1350,44,
6226500,40.50333,-0.52275,284,990,
6226550,41.24529,0.00103,3845,128,
6226600,41.45289,0.41971,12782,85,
6226640,42.42349,1.93329,297,1120,
6226650,41.52445,0.34657,9612,100,
6226690,42.54271,0.19518,453,700,
6226700,42.22018,0.04365,110,630,
6226800,40.81328,0.52066,84230,25,
6227100,37.05,-4.7,761,370,
6227130,39.51777,-0.50406,6294,50,
6227150,40.34311,-1.11142,2357,851,
6227160,40.61675,-0.97426,478,1060,
6227170,40.42774,-1.56014,95,1278,
6227300,37.08,-2.63,616,512,
6227410,38.08919,-0.72155,14894,12,
6227420,38.09135,-0.71314,14331,9,
6227430,38.24651,-1.6943,5713,258,
6227440,38.28552,-1.68971,5137,300,
6227500,39.12558,-0.64545,17821,54,
6227510,39.18695,-0.41044,21497,18,
6227520,39.19421,-1.42779,10785,520,
6227530,40.225,-1.84415,250,1170,
6227610,39.9613,-0.11924,2504,50,
6227620,40.16094,-0.76986,665,845,
6228600,41.450598,2.200589,1036,-999,
6228700,42.254381,3.071999,-999,-999,
6228800,41.468569,1.947855,4561,44,
6228810,41.351811,2.0466,4880,-999,
6228820,41.386565,2.023356,-999,-999,
6228850,41.450598,2.200589,1036,-999,
6228900,41.98,2.32,1390,428,
6228910,41.984207,2.301072,1390,-999,
6228920,42.035163,3.125381,-999,-999,
6229100,58.8771,11.5368,624.1,39,
6229110,58.9101,11.3656,60.4,-999,
6229120,58.6259,11.3573,8.4,-999,
6229130,58.6251,11.7025,613.9,-999,
6229140,58.2444,11.9347,22.9,-999,
6232100,68.3588,18.8125,3294,341,
6232101,68.1936,19.9859,3345.5,-999,
6232900,67.2238,23.5488,14340,-999,
6232901,67.2233,23.5512,14477.1,-999,
6232905,68.4437,22.4779,5960.4,-999,
6232910,66.0307,24.0211,33929.6,-999,
6232911,67.2074,23.3959,11038.1,-999,
6232913,67.4457,22.4472,10051,-999,
6232915,67.4279,22.546,4348,-999,
6232916,68.3607,18.7841,566.3,-999,
6232930,68.0356,21.9758,3856.2,-999,
6232960,68.3706,22.1698,390.8,-999,
6232970,67.8214,20.5404,30.4,-999,
6233100,57.2397,12.3088,2160.2,2,
6233110,61.73,16.93,1827.9,-999,
